"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Affiliations","Authors with affiliations"
"Hidayat E.; Mohamad Sarbani N.M.; Samitsu S.; Situngkir Y.V.; Lahiri S.K.; Yonemura S.; Mitoma Y.; Harada H.","Hidayat, Endar (57214723053); Mohamad Sarbani, Nur Maisarah (58312016500); Samitsu, Sadaki (55906956800); Situngkir, Yaressa Vaskah (59011737400); Lahiri, Sudip Kumar (57207457768); Yonemura, Seiichiro (59723443300); Mitoma, Yoshiharu (35597659000); Harada, Hiroyuki (57192973645)","57214723053; 58312016500; 55906956800; 59011737400; 57207457768; 59723443300; 35597659000; 57192973645","Simultaneous removal of ammonium, phosphate, and phenol via self-assembled biochar composites CBCZrOFe3O4 and its utilization as soil acidity amelioration","2025","Environmental Technology (United Kingdom)","3","10.1080/09593330.2024.2362993","https://www.scopus.com/pages/publications/85195512707?origin=resultslist","Graduate School of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, Japan; Department of Life System Science, Faculty of Bioresources Science, Prefectural University of Hiroshima, Shobara, Japan; Data-Driven Polymer Design Group, Research Center for Macromolecules and Biomaterials, National Institute for Materials Science, Tsukuba, Japan; Department of Agricultural Engineering, Politeknik Negeri Jember, Jember, Indonesia; Department of Mechanical & Industrial Engineering, University of Toronto, Toronto, Canada; Faculty of Allied Health Sciences, Chettinad Hospital and Research Institute, Chettinad Academy of Research and Education, Kelambakkam, India; Department of Integrated Science and Engineering for Sustainable Societies, Faculty of Science and Engineering, Chuo University, Tokyo, Japan","Hidayat E., Graduate School of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, Japan, Department of Life System Science, Faculty of Bioresources Science, Prefectural University of Hiroshima, Shobara, Japan, Data-Driven Polymer Design Group, Research Center for Macromolecules and Biomaterials, National Institute for Materials Science, Tsukuba, Japan; Mohamad Sarbani N.M., Graduate School of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, Japan, Department of Life System Science, Faculty of Bioresources Science, Prefectural University of Hiroshima, Shobara, Japan; Samitsu S., Data-Driven Polymer Design Group, Research Center for Macromolecules and Biomaterials, National Institute for Materials Science, Tsukuba, Japan; Situngkir Y.V., Department of Life System Science, Faculty of Bioresources Science, Prefectural University of Hiroshima, Shobara, Japan, Department of Agricultural Engineering, Politeknik Negeri Jember, Jember, Indonesia; Lahiri S.K., Department of Mechanical & Industrial Engineering, University of Toronto, Toronto, Canada, Faculty of Allied Health Sciences, Chettinad Hospital and Research Institute, Chettinad Academy of Research and Education, Kelambakkam, India; Yonemura S., Graduate School of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, Japan, Department of Life System Science, Faculty of Bioresources Science, Prefectural University of Hiroshima, Shobara, Japan; Mitoma Y., Department of Integrated Science and Engineering for Sustainable Societies, Faculty of Science and Engineering, Chuo University, Tokyo, Japan; Harada H., Graduate School of Comprehensive Scientific Research, Program in Biological System Sciences, Prefectural University of Hiroshima, Shobara, Japan, Department of Life System Science, Faculty of Bioresources Science, Prefectural University of Hiroshima, Shobara, Japan"
"Wahyudi W.; Pambudi N.A.; Biddinika M.K.; Ranto R.; Rudiyanto B.","Wahyudi, W. (57222330251); Pambudi, N.A. (37028993700); Biddinika, M.K. (26433145500); Ranto, R. (57213420580); Rudiyanto, B. (56803934500)","57222330251; 37028993700; 26433145500; 57213420580; 56803934500","Readability of geothermal energy information in vocational textbooks","2019","Journal of Physics: Conference Series","1","10.1088/1742-6596/1402/4/044060","https://www.scopus.com/pages/publications/85077795742?origin=resultslist","Departement of Mechanical Engineering Education, Universitas Sebelas Maret, Jl. Ir. Sutami No. 36A, Surakarta, Indonesia; School of Environment and Society, Tokyo Institute of Technology, 2 Chome-12-1 Ookayama, Meguro-ku, Tokyo, 152-8550, Japan; Renewable Energy Department, Jember State Polytechnic, Jember, 68121, Indonesia","Wahyudi W., Departement of Mechanical Engineering Education, Universitas Sebelas Maret, Jl. Ir. Sutami No. 36A, Surakarta, Indonesia; Pambudi N.A., Departement of Mechanical Engineering Education, Universitas Sebelas Maret, Jl. Ir. Sutami No. 36A, Surakarta, Indonesia; Biddinika M.K., School of Environment and Society, Tokyo Institute of Technology, 2 Chome-12-1 Ookayama, Meguro-ku, Tokyo, 152-8550, Japan; Ranto R., Departement of Mechanical Engineering Education, Universitas Sebelas Maret, Jl. Ir. Sutami No. 36A, Surakarta, Indonesia; Rudiyanto B., Renewable Energy Department, Jember State Polytechnic, Jember, 68121, Indonesia"
"Prayuda L.S.; Razimi U.N.A.; Puspitasari T.D.; Ariffin N.H.M.","Prayuda, Lulung Satrio (57871615500); Razimi, Umi Najiah Ahmad (57216695640); Puspitasari, Trismayanti Dwi (57201193995); Ariffin, Nor Hapiza Mohd (37041130000)","57871615500; 57216695640; 57201193995; 37041130000","Android based Indoor Air Monitoring System using Image Processing","2022","2022 IEEE 13th Control and System Graduate Research Colloquium, ICSGRC 2022 - Conference Proceedings","1","10.1109/ICSGRC55096.2022.9845159","https://www.scopus.com/pages/publications/85137145461?origin=resultslist","Management and Science University, Faculty of Information Sciences and Engineering, Selangor, Shah Alam, Malaysia; Informatic and Technology, State Polytechnic of Jember, Timur, Jember, Indonesia; Universiti Teknologi Mara, Faculty of Computer and Mathematical Sciences, Selangor, Shah Alam, Malaysia","Prayuda L.S., Management and Science University, Faculty of Information Sciences and Engineering, Selangor, Shah Alam, Malaysia; Razimi U.N.A., Management and Science University, Faculty of Information Sciences and Engineering, Selangor, Shah Alam, Malaysia; Puspitasari T.D., Informatic and Technology, State Polytechnic of Jember, Timur, Jember, Indonesia; Ariffin N.H.M., Universiti Teknologi Mara, Faculty of Computer and Mathematical Sciences, Selangor, Shah Alam, Malaysia"
"Rudiyanto B.; Tambunan A.H.; Chung T.-W.","Rudiyanto, Bayu (56803934500); Tambunan, Armansyah H. (57196349366); Chung, Tsair-Wang (7401571403)","56803934500; 57196349366; 7401571403","Exergy analysis on LiBr-H2O absorbtion refrigeration system using membrane for regeneration process","2015","International Journal of Applied Engineering Research","2","","https://www.scopus.com/pages/publications/84940210857?origin=resultslist","Departement of Engineering, Politeknik Negeri Jember, Jember, 68121, Indonesia; Department of Agricultural Engineering, Bogor Agricultural University, Bogor, 16680, Indonesia; Departement of Chemical Engineering, RandD Center for Membrane Technology, Chung Yuan Christian University (CYCU), Chungli, Taoyuan, 320, Taiwan","Rudiyanto B., Departement of Engineering, Politeknik Negeri Jember, Jember, 68121, Indonesia; Tambunan A.H., Department of Agricultural Engineering, Bogor Agricultural University, Bogor, 16680, Indonesia; Chung T.-W., Departement of Chemical Engineering, RandD Center for Membrane Technology, Chung Yuan Christian University (CYCU), Chungli, Taoyuan, 320, Taiwan"
"Rachmanita R.E.; Utama G.P.; Budiprasojo A.; Anwar S.; Rudiyanto B.; Seetawan T.","Rachmanita, R.E. (57201119971); Utama, G.P. (57479131900); Budiprasojo, A. (57218394559); Anwar, S. (47061150600); Rudiyanto, B. (56803934500); Seetawan, T. (10142411600)","57201119971; 57479131900; 57218394559; 47061150600; 56803934500; 10142411600","The effect of changes in the fluid flow rate of Virgin Coconut Oil (VCO) on the immersion cooling process","2022","IOP Conference Series: Earth and Environmental Science","1","10.1088/1755-1315/980/1/012067","https://www.scopus.com/pages/publications/85125861050?origin=resultslist","Renewable Energy Engineering, Engineering Department, Politeknik Negeri Jember, Jember, 68101, Indonesia; Automotive Engineering, Engineering Department, Politeknik Negeri Jember, Jember, 68101, Indonesia; Center of Excellence on Alternative Energy, Research and Development Institute, Program of Physics, Sakon Nakhon Rajabat University, Sakon Nakhon, 47000, Thailand","Rachmanita R.E., Renewable Energy Engineering, Engineering Department, Politeknik Negeri Jember, Jember, 68101, Indonesia; Utama G.P., Renewable Energy Engineering, Engineering Department, Politeknik Negeri Jember, Jember, 68101, Indonesia; Budiprasojo A., Automotive Engineering, Engineering Department, Politeknik Negeri Jember, Jember, 68101, Indonesia; Anwar S., Renewable Energy Engineering, Engineering Department, Politeknik Negeri Jember, Jember, 68101, Indonesia; Rudiyanto B., Renewable Energy Engineering, Engineering Department, Politeknik Negeri Jember, Jember, 68101, Indonesia; Seetawan T., Center of Excellence on Alternative Energy, Research and Development Institute, Program of Physics, Sakon Nakhon Rajabat University, Sakon Nakhon, 47000, Thailand"
"Agustianto K.; Riskiawan H.Y.; Setyohadi D.P.S.; Wiryawan I.G.; Mansur A.B.F.; Basori A.H.","Agustianto, Khafidurrohman (57190940262); Riskiawan, Hendra Yufit (57194067448); Setyohadi, Dwi Putro Sarwo (57201194340); Wiryawan, I. Gede (57202787869); Mansur, Andi Besse Firdausiah (57192090879); Basori, Ahmad Hoirul (24765987500)","57190940262; 57194067448; 57201194340; 57202787869; 57192090879; 24765987500","Eye Gaze Based Model for Anxiety Detection of Engineering Students","2022","Communications in Computer and Information Science","2","10.1007/978-3-030-97255-4_14","https://www.scopus.com/pages/publications/85127627303?origin=resultslist","Information Technology Department, Politeknik Negeri Jember, PO BOX 164, Mastrip, Jember, Indonesia; Faculty of Computing and Information Technology in Rabigh, King Abdulaziz University, Makkah, Rabigh, 21911, Saudi Arabia","Agustianto K., Information Technology Department, Politeknik Negeri Jember, PO BOX 164, Mastrip, Jember, Indonesia; Riskiawan H.Y., Information Technology Department, Politeknik Negeri Jember, PO BOX 164, Mastrip, Jember, Indonesia; Setyohadi D.P.S., Information Technology Department, Politeknik Negeri Jember, PO BOX 164, Mastrip, Jember, Indonesia; Wiryawan I.G., Information Technology Department, Politeknik Negeri Jember, PO BOX 164, Mastrip, Jember, Indonesia; Mansur A.B.F., Faculty of Computing and Information Technology in Rabigh, King Abdulaziz University, Makkah, Rabigh, 21911, Saudi Arabia; Basori A.H., Faculty of Computing and Information Technology in Rabigh, King Abdulaziz University, Makkah, Rabigh, 21911, Saudi Arabia"
"Rudiyanto B.; Kusuma Wardani T.A.; Anwar S.; Al Jamali L.; Prasetyo T.; Mukti Wibowo K.; Agung Pambudi N.; Huat Saw L.","Rudiyanto, Bayu (56803934500); Kusuma Wardani, Tri Ajeng (57209778622); Anwar, Saiful (47061150600); Al Jamali, Lutfi (57200260437); Prasetyo, Totok (56596763600); Mukti Wibowo, Kukuh (57209781650); Agung Pambudi, Nugroho (37028993700); Huat Saw, Lip (55791543200)","56803934500; 57209778622; 47061150600; 57200260437; 56596763600; 57209781650; 37028993700; 55791543200","Energy and Exergy Analysis of Steam Power Plant in Paiton, Indonesia","2019","IOP Conference Series: Earth and Environmental Science","12","10.1088/1755-1315/268/1/012091","https://www.scopus.com/pages/publications/85068685984?origin=resultslist","Energy Engineering Laboratory, Departement of Renewable Engineering, Politeknik Negeri Jember, Jl. Mastrip PO. BOX 164, Jember, 68121, Indonesia; PT Jawa Power-YTL, Jawa Timur, Probolinggo, East Java, Indonesia; Department of Mechanical Engineering, Politeknik Negeri Semarang, Jl. Prof. Sudharto, SH, Tembalang, Semarang, Jawa Tengah, 50275, Indonesia; Mechanical Engineering Education, Universitas Negeri Sebelas Maret, Jl. Ir. Sutami 36 A, Surakarta, 57126, Indonesia; Lee Kong Chian Faculity of Engineering and Science, Universiti Tunku Abdul Rahman, Malaysia","Rudiyanto B., Energy Engineering Laboratory, Departement of Renewable Engineering, Politeknik Negeri Jember, Jl. Mastrip PO. BOX 164, Jember, 68121, Indonesia; Kusuma Wardani T.A., Energy Engineering Laboratory, Departement of Renewable Engineering, Politeknik Negeri Jember, Jl. Mastrip PO. BOX 164, Jember, 68121, Indonesia; Anwar S., Energy Engineering Laboratory, Departement of Renewable Engineering, Politeknik Negeri Jember, Jl. Mastrip PO. BOX 164, Jember, 68121, Indonesia; Al Jamali L., PT Jawa Power-YTL, Jawa Timur, Probolinggo, East Java, Indonesia; Prasetyo T., Department of Mechanical Engineering, Politeknik Negeri Semarang, Jl. Prof. Sudharto, SH, Tembalang, Semarang, Jawa Tengah, 50275, Indonesia; Mukti Wibowo K., Mechanical Engineering Education, Universitas Negeri Sebelas Maret, Jl. Ir. Sutami 36 A, Surakarta, 57126, Indonesia; Agung Pambudi N., Mechanical Engineering Education, Universitas Negeri Sebelas Maret, Jl. Ir. Sutami 36 A, Surakarta, 57126, Indonesia; Huat Saw L., Lee Kong Chian Faculity of Engineering and Science, Universiti Tunku Abdul Rahman, Malaysia"
"Amirul F.M.A.; Mazlan N.A.; Sadarman S.; Rusli N.D.; Sholikin M.M.; Irawan A.; Febrina D.; Qomariyah N.; Nurfitriani R.A.; Aditya S.; Jayanegara A.; Saad M.Z.; Adli D.N.; Hassim H.A.","Amirul, F.M.A. (57241835100); Mazlan, N.A. (57775963100); Sadarman, S. (57210125667); Rusli, N.D. (57194243536); Sholikin, M.M. (57200260959); Irawan, A. (57213148406); Febrina, D. (57188845635); Qomariyah, N. (57222296740); Nurfitriani, R.A. (57434776200); Aditya, S. (57192837122); Jayanegara, A. (36967556600); Saad, M.Z. (54400292000); Adli, D.N. (57216937874); Hassim, H.A. (26024174500)","57241835100; 57775963100; 57210125667; 57194243536; 57200260959; 57213148406; 57188845635; 57222296740; 57434776200; 57192837122; 36967556600; 54400292000; 57216937874; 26024174500","A Comprehensive Meta-Analysis of Cassava Addition in a Buffalo Diet: In Vivo Investigations on Performance and Rumen Health","2025","Tropical Animal Science Journal","3","10.5398/tasj.2025.48.4.298","https://www.scopus.com/pages/publications/105015355812?origin=resultslist","Animal Production and Nutrition Research Group, Department of Veterinary Preclinical Sciences, Faculty of Veterinary Medicine, Universiti Malaysia Kelantan, Pengkalan Chepa, Kelantan, 16100, Malaysia; Advanced Livestock and Aquaculture Research Group (ALAREG), Faculty of Agro-Based Industry, Universiti Malaysia Kelantan, Jeli Campus, Jeli, Kelantan, 17600, Malaysia; Department of Animal Science, Universitas Islam Negeri Sultan Syarif Kasim, Pekanbaru, 28293, Indonesia; Animal Feed and Nutrition Modelling Research Group (AFENUE), IPB University, Bogor, 16680, Indonesia; Department of Agriculture Science, Faculty of Agro-Based Industry, Universiti Malaysia Kelantan, Jeli Campus, Jeli, Kelantan, 17600, Malaysia; Research Center for Animal Husbandry, National Research and Innovation Agency (BRIN), Bogor, 16915, Indonesia; Vocational School, Universitas Sebelas Maret, Surakarta, 57126, Indonesia; Department of Animal and Rangeland Sciences, Oregon State University, Corvallis, 97331, Oregon, United States; Research Centre for Animal Husbandry, Research Organization for Agriculture and Food National Research and Innovation Agency of The Republic of Indonesia (BRIN), Cibinong Sciences Center, Bogor, Indonesia; Department of Animal Science, Politeknik Negeri Jember, Jember, Indonesia; Research Group of Feed-Food Safety, Research Center for Food Technology and Processing, National Research and Innovation Agency (BRIN), Yogyakarta, Indonesia; Faculty of Veterinary Medicine, Universitas Brawijaya, East Java, Malang, 65514, Indonesia; Faculty of Animal Science, Department of Animal Feed and Nutrition, IPB University, Bogor, 16680, Indonesia; Department of Veterinary Laboratory Diagnostics, Faculty of Veterinary Medicine, Universiti Putra Malaysia, Selangor, Serdang, 43400, Malaysia; Department of Veterinary Preclinical Sciences, Faculty of Veterinary Medicine, Universiti Putra Malaysia, Selangor, Serdang, 43400, Malaysia; Institute of Tropical Agriculture and Food Security, Universiti Putra Malaysia, Selangor, Serdang, 43400, Malaysia; Department Feed and Animal Nutrititon, Smart Livestock Study Programme, Universitas Brawijaya, East Java, Malang, 65145, Indonesia","Amirul F.M.A., Animal Production and Nutrition Research Group, Department of Veterinary Preclinical Sciences, Faculty of Veterinary Medicine, Universiti Malaysia Kelantan, Pengkalan Chepa, Kelantan, 16100, Malaysia, Advanced Livestock and Aquaculture Research Group (ALAREG), Faculty of Agro-Based Industry, Universiti Malaysia Kelantan, Jeli Campus, Jeli, Kelantan, 17600, Malaysia; Mazlan N.A., Animal Production and Nutrition Research Group, Department of Veterinary Preclinical Sciences, Faculty of Veterinary Medicine, Universiti Malaysia Kelantan, Pengkalan Chepa, Kelantan, 16100, Malaysia; Sadarman S., Department of Animal Science, Universitas Islam Negeri Sultan Syarif Kasim, Pekanbaru, 28293, Indonesia, Animal Feed and Nutrition Modelling Research Group (AFENUE), IPB University, Bogor, 16680, Indonesia; Rusli N.D., Advanced Livestock and Aquaculture Research Group (ALAREG), Faculty of Agro-Based Industry, Universiti Malaysia Kelantan, Jeli Campus, Jeli, Kelantan, 17600, Malaysia, Department of Agriculture Science, Faculty of Agro-Based Industry, Universiti Malaysia Kelantan, Jeli Campus, Jeli, Kelantan, 17600, Malaysia; Sholikin M.M., Research Center for Animal Husbandry, National Research and Innovation Agency (BRIN), Bogor, 16915, Indonesia; Irawan A., Vocational School, Universitas Sebelas Maret, Surakarta, 57126, Indonesia, Department of Animal and Rangeland Sciences, Oregon State University, Corvallis, 97331, Oregon, United States; Febrina D., Department of Animal Science, Universitas Islam Negeri Sultan Syarif Kasim, Pekanbaru, 28293, Indonesia, Animal Feed and Nutrition Modelling Research Group (AFENUE), IPB University, Bogor, 16680, Indonesia; Qomariyah N., Animal Feed and Nutrition Modelling Research Group (AFENUE), IPB University, Bogor, 16680, Indonesia, Research Centre for Animal Husbandry, Research Organization for Agriculture and Food National Research and Innovation Agency of The Republic of Indonesia (BRIN), Cibinong Sciences Center, Bogor, Indonesia; Nurfitriani R.A., Animal Feed and Nutrition Modelling Research Group (AFENUE), IPB University, Bogor, 16680, Indonesia, Department of Animal Science, Politeknik Negeri Jember, Jember, Indonesia; Aditya S., Research Group of Feed-Food Safety, Research Center for Food Technology and Processing, National Research and Innovation Agency (BRIN), Yogyakarta, Indonesia, Faculty of Veterinary Medicine, Universitas Brawijaya, East Java, Malang, 65514, Indonesia; Jayanegara A., Animal Feed and Nutrition Modelling Research Group (AFENUE), IPB University, Bogor, 16680, Indonesia, Faculty of Animal Science, Department of Animal Feed and Nutrition, IPB University, Bogor, 16680, Indonesia; Saad M.Z., Department of Veterinary Laboratory Diagnostics, Faculty of Veterinary Medicine, Universiti Putra Malaysia, Selangor, Serdang, 43400, Malaysia; Adli D.N., Department Feed and Animal Nutrititon, Smart Livestock Study Programme, Universitas Brawijaya, East Java, Malang, 65145, Indonesia; Hassim H.A., Animal Feed and Nutrition Modelling Research Group (AFENUE), IPB University, Bogor, 16680, Indonesia, Department of Veterinary Preclinical Sciences, Faculty of Veterinary Medicine, Universiti Putra Malaysia, Selangor, Serdang, 43400, Malaysia, Institute of Tropical Agriculture and Food Security, Universiti Putra Malaysia, Selangor, Serdang, 43400, Malaysia"
"Budiarto R.; Mubarok S.; Akbar R.F.; Adnan M.R.; Abdullakasim S.","Budiarto, Rahmat (58133248900); Mubarok, Syariful (56850354500); Akbar, Raja Fatah (60014200600); Adnan, Moch Rosyadi (57217856951); Abdullakasim, Supatida (56896062800)","58133248900; 56850354500; 60014200600; 57217856951; 56896062800","Genotype responsiveness to exogenous auxin in the stem cutting of Coleus scutellarioides","2025","Ecological Genetics and Genomics","0","10.1016/j.egg.2025.100387","https://www.scopus.com/pages/publications/105011614421?origin=resultslist","Department of Agronomy, Universitas Padjadjaran, Sumedang, 45363, Indonesia; Study Program of Agrotechnopreneur, Universitas Padjadjaran, Sumedang, 45363, Indonesia; Department of Agricultural Production, Politeknik Negeri Jember, Jember, 68121, Indonesia; Department of Horticulture, Kasetsart University, Kamphaeng Saen, 73140, Thailand","Budiarto R., Department of Agronomy, Universitas Padjadjaran, Sumedang, 45363, Indonesia; Mubarok S., Department of Agronomy, Universitas Padjadjaran, Sumedang, 45363, Indonesia; Akbar R.F., Study Program of Agrotechnopreneur, Universitas Padjadjaran, Sumedang, 45363, Indonesia; Adnan M.R., Department of Agricultural Production, Politeknik Negeri Jember, Jember, 68121, Indonesia; Abdullakasim S., Department of Horticulture, Kasetsart University, Kamphaeng Saen, 73140, Thailand"
"Cowley F.C.; Syahniar T.M.; Ratnawati D.; Mayberry D.E.; Marsetyo; Pamungkas D.; Poppi D.P.","Cowley, Frances C. (56315980900); Syahniar, Theo M. (55240155600); Ratnawati, Dian (57224198164); Mayberry, Dianne E. (35491215800); Marsetyo (36614371100); Pamungkas, Dicky (55240155700); Poppi, Dennis P. (6603671656)","56315980900; 55240155600; 57224198164; 35491215800; 36614371100; 55240155700; 6603671656","Greater farmer investment in well-formulated diets can increase liveweight gain and smallholder gross margins from cattle fattening","2020","Livestock Science","20","10.1016/j.livsci.2020.104297","https://www.scopus.com/pages/publications/85092619443?origin=resultslist","School of Agriculture and Food Sciences, The University of Queensland, Gatton, 4343, Queensland, Australia; Present address: Animal Science, School of Environmental and Rural Science, University of New England, Armidale, 2351, New South Wales, Australia; Beef Cattle Research Institute, Grati, Pasuruan, East Java, Indonesia; Present addres: Politeknik Negeri Jember, Jember, 68124, East Java, Indonesia; CSIRO Agriculture and Food, Queensland Bioscience Precinct, 306 Carmody Rd, St Lucia, 4067, Queensland, Australia; Department of Animal Sciences, Tadulako University, Palu, 94118, Central Sulawesi, Indonesia","Cowley F.C., School of Agriculture and Food Sciences, The University of Queensland, Gatton, 4343, Queensland, Australia, Present address: Animal Science, School of Environmental and Rural Science, University of New England, Armidale, 2351, New South Wales, Australia; Syahniar T.M., Beef Cattle Research Institute, Grati, Pasuruan, East Java, Indonesia, Present addres: Politeknik Negeri Jember, Jember, 68124, East Java, Indonesia; Ratnawati D., Beef Cattle Research Institute, Grati, Pasuruan, East Java, Indonesia; Mayberry D.E., CSIRO Agriculture and Food, Queensland Bioscience Precinct, 306 Carmody Rd, St Lucia, 4067, Queensland, Australia; Marsetyo, Department of Animal Sciences, Tadulako University, Palu, 94118, Central Sulawesi, Indonesia; Pamungkas D., Beef Cattle Research Institute, Grati, Pasuruan, East Java, Indonesia; Poppi D.P., School of Agriculture and Food Sciences, The University of Queensland, Gatton, 4343, Queensland, Australia"
"Sulistiono D.O.; Ali B.T.I.; Widyanto A.R.; Ediati R.; Widiastuti N.; Lestari W.W.; Akhlus S.; Iqbal R.M.; Senda S.P.; Fansuri H.","Sulistiono, Dety Oktavia (57199306061); Ali, Badrut Tamam Ibnu (57464441100); Widyanto, Alvin Rahmad (57224897384); Ediati, Ratna (8545671400); Widiastuti, Nurul (23020412700); Lestari, Witri Wahyu (57197832621); Akhlus, Syafsir (57194576353); Iqbal, Rendy Muhamad (57204849098); Senda, Semuel Pati (57201864019); Fansuri, Hamzah (6507845967)","57199306061; 57464441100; 57224897384; 8545671400; 23020412700; 57197832621; 57194576353; 57204849098; 57201864019; 6507845967","Crafting the future: Enhancing gas separation with nanoarchitectonics of bimetallic Ni–Co-ZIF-67 in polysulfone-based mixed matrix membranes","2024","Case Studies in Chemical and Environmental Engineering","6","10.1016/j.cscee.2024.100739","https://www.scopus.com/pages/publications/85191300858?origin=resultslist","Department of Chemistry, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Sukolilo, Surabaya, 60111, Indonesia; Center for Process and Manufacturing Industry Technology, National Research and Innovation Agency, Technology Energy Cluster, PUSPIPTEK, 625 Building, South Tangerang, Indonesia; Automotive Engineering, Engineering Department, Politeknik Negeri Jember, Jember, 68101, Indonesia; Department of Applied Chemistry, Shibaura Institute of Technology, 3-7-5 Toyosu, Koto-ku, Tokyo, 135-8548, Japan; Department of Chemistry, Faculty of Mathematics and Natural Sciences, Universitas Sebelas Maret, Jl. Ir. Sutami No. 36A Kentingan, Jebres, Surakarta, 57126, Indonesia; Department of Chemistry, Faculty of Mathematics and Natural Sciences, Universitas Palangka Raya, Kampus UPR Tunjung Nyaho, Palangkaraya, 73111, Indonesia; Advanced Membrane Technology Research Center (AMTEC), Faculty of Chemical and Energy Engineering, Universiti Teknologi Malaysia, Johor, Skudai, 81310, Malaysia","Sulistiono D.O., Department of Chemistry, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Sukolilo, Surabaya, 60111, Indonesia, Automotive Engineering, Engineering Department, Politeknik Negeri Jember, Jember, 68101, Indonesia; Ali B.T.I., Center for Process and Manufacturing Industry Technology, National Research and Innovation Agency, Technology Energy Cluster, PUSPIPTEK, 625 Building, South Tangerang, Indonesia; Widyanto A.R., Department of Chemistry, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Sukolilo, Surabaya, 60111, Indonesia, Department of Applied Chemistry, Shibaura Institute of Technology, 3-7-5 Toyosu, Koto-ku, Tokyo, 135-8548, Japan; Ediati R., Department of Chemistry, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Sukolilo, Surabaya, 60111, Indonesia; Widiastuti N., Department of Chemistry, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Sukolilo, Surabaya, 60111, Indonesia; Lestari W.W., Department of Chemistry, Faculty of Mathematics and Natural Sciences, Universitas Sebelas Maret, Jl. Ir. Sutami No. 36A Kentingan, Jebres, Surakarta, 57126, Indonesia; Akhlus S., Department of Chemistry, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Sukolilo, Surabaya, 60111, Indonesia; Iqbal R.M., Department of Chemistry, Faculty of Mathematics and Natural Sciences, Universitas Palangka Raya, Kampus UPR Tunjung Nyaho, Palangkaraya, 73111, Indonesia, Advanced Membrane Technology Research Center (AMTEC), Faculty of Chemical and Energy Engineering, Universiti Teknologi Malaysia, Johor, Skudai, 81310, Malaysia; Senda S.P., Center for Process and Manufacturing Industry Technology, National Research and Innovation Agency, Technology Energy Cluster, PUSPIPTEK, 625 Building, South Tangerang, Indonesia; Fansuri H., Department of Chemistry, Faculty of Science and Data Analytics, Institut Teknologi Sepuluh Nopember, Sukolilo, Surabaya, 60111, Indonesia"
"Utami M.M.D.; Dewi A.C.; Hertamawati R.T.; Hariono B.; Zhuo J.; Yong T.","Utami, M.M.D. (57201200557); Dewi, A.C. (57202969380); Hertamawati, R.T. (57213144748); Hariono, B. (57201194851); Zhuo, J. (59145775300); Yong, T. (59145140200)","57201200557; 57202969380; 57213144748; 57201194851; 59145775300; 59145140200","Nutritional composition of monk fruit (Siraitia grosvenorii) as a candidate yogurt sweetener","2024","IOP Conference Series: Earth and Environmental Science","3","10.1088/1755-1315/1338/1/012021","https://www.scopus.com/pages/publications/85194278224?origin=resultslist","Animal Science Department, Politeknik Negeri Jember, Jl. Mastrip PO Box 164, Jember, 68121, Indonesia; Agricultural Technology Department, Politeknik Negeri Jember, Jl. Mastrip PO Box 164, Jember, 68124, Indonesia; Jiangsu Agri-Animal Husbandry Vocational College, 8 East Phoenix Road, Jiangsu, Taizhou, China","Utami M.M.D., Animal Science Department, Politeknik Negeri Jember, Jl. Mastrip PO Box 164, Jember, 68121, Indonesia; Dewi A.C., Animal Science Department, Politeknik Negeri Jember, Jl. Mastrip PO Box 164, Jember, 68121, Indonesia; Hertamawati R.T., Animal Science Department, Politeknik Negeri Jember, Jl. Mastrip PO Box 164, Jember, 68121, Indonesia; Hariono B., Agricultural Technology Department, Politeknik Negeri Jember, Jl. Mastrip PO Box 164, Jember, 68124, Indonesia; Zhuo J., Jiangsu Agri-Animal Husbandry Vocational College, 8 East Phoenix Road, Jiangsu, Taizhou, China; Yong T., Jiangsu Agri-Animal Husbandry Vocational College, 8 East Phoenix Road, Jiangsu, Taizhou, China"
